  1  1  -0.69292331933497
  1  2  -0.00000000000000
  1  3  -0.00000000000000
  1  4  -0.00000000000000
  1  5  -0.00000000000000
  1  6  -0.00000000000000
  1  7  -0.00000000000000
  1  8  -0.00938446969297
  1  9  -0.00938446969297
  1  10  -0.00938446969297
  1  11  -0.00000000000000
  1  12  -0.00000000000000
  1  13  -0.00000000000000
  1  14  -0.00000000000000
  1  15  -0.00000000000000
  1  16  -0.00000000000000
  1  17  -0.00000000000000
  1  18  -0.00000000000000
  1  19  -0.00000000000000
  1  20  -0.00000000000000
  1  21  -0.00000000000000
  1  22  -0.00000000000000
  1  23  -0.00000000000000
  1  24  -0.00024232667042
  1  25  -0.00024232667042
  1  26  -0.00024232667042
  2  2  -0.66853384321604
  2  3  -0.00000000000000
  2  4  -0.00000000000000
  2  5  -0.00000000000000
  2  6  -0.00000000000000
  2  7  -0.00000000000000
  2  8  -0.00000000000000
  2  9  -0.00000000000000
  2  10  -0.00000000000000
  2  11  -0.00000000000000
  2  12  -0.00000000000000
  2  13  -0.00889892301111
  2  14  -0.00000000000000
  2  15  -0.00000000000000
  2  16  -0.00889892301111
  2  17  -0.00000000000000
  2  18  -0.00000000000000
  2  19  -0.00000000000000
  2  20  -0.00000000000000
  2  21  -0.00426148654758
  2  22  -0.00000000000000
  2  23  -0.00000000000000
  2  24  -0.00000000000000
  2  25  -0.00000000000000
  2  26  -0.00000000000000
  3  3  -0.66853384321604
  3  4  -0.00000000000000
  3  5  -0.00000000000000
  3  6  -0.00000000000000
  3  7  -0.00000000000000
  3  8  -0.00000000000000
  3  9  -0.00000000000000
  3  10  -0.00000000000000
  3  11  -0.00000000000000
  3  12  -0.00889892301111
  3  13  -0.00000000000000
  3  14  -0.00000000000000
  3  15  -0.00000000000000
  3  16  -0.00000000000000
  3  17  -0.00889892301111
  3  18  -0.00000000000000
  3  19  -0.00000000000000
  3  20  -0.00000000000000
  3  21  -0.00000000000000
  3  22  -0.00426148654758
  3  23  -0.00000000000000
  3  24  -0.00000000000000
  3  25  -0.00000000000000
  3  26  -0.00000000000000
  4  4  -0.66853384321604
  4  5  -0.00000000000000
  4  6  -0.00000000000000
  4  7  -0.00000000000000
  4  8  -0.00000000000000
  4  9  -0.00000000000000
  4  10  -0.00000000000000
  4  11  -0.00000000000000
  4  12  -0.00000000000000
  4  13  -0.00000000000000
  4  14  -0.00889892301111
  4  15  -0.00889892301111
  4  16  -0.00000000000000
  4  17  -0.00000000000000
  4  18  -0.00000000000000
  4  19  -0.00000000000000
  4  20  -0.00000000000000
  4  21  -0.00000000000000
  4  22  -0.00000000000000
  4  23  -0.00426148654758
  4  24  -0.00000000000000
  4  25  -0.00000000000000
  4  26  -0.00000000000000
  5  5  -0.64554045786881
  5  6  -0.00000000000000
  5  7  -0.00000000000000
  5  8  -0.00000000000000
  5  9  -0.00000000000000
  5  10  -0.00000000000000
  5  11  -0.00000000000000
  5  12  -0.00000000000000
  5  13  -0.00000000000000
  5  14  -0.00000000000000
  5  15  -0.00000000000000
  5  16  -0.00000000000000
  5  17  -0.00000000000000
  5  18  -0.00000000000000
  5  19  -0.00000000000000
  5  20  -0.00844365098463
  5  21  -0.00000000000000
  5  22  -0.00000000000000
  5  23  -0.00000000000000
  5  24  -0.00000000000000
  5  25  -0.00000000000000
  5  26  -0.00000000000000
  6  6  -0.64554045786881
  6  7  -0.00000000000000
  6  8  -0.00000000000000
  6  9  -0.00000000000000
  6  10  -0.00000000000000
  6  11  -0.00000000000000
  6  12  -0.00000000000000
  6  13  -0.00000000000000
  6  14  -0.00000000000000
  6  15  -0.00000000000000
  6  16  -0.00000000000000
  6  17  -0.00000000000000
  6  18  -0.00000000000000
  6  19  -0.00844365098463
  6  20  -0.00000000000000
